date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:42	450653/450653	---M--	200	added ('OK')	image/svg+xml	etag:%226e05d-60da554a8dc79%22	https://www.adroit-immo.com/css/fonts/font-cityscan.svg	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan.svg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:42	69700/69700	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211044-60da554aa3c27%22	https://www.adroit-immo.com/css/fonts/font-cityscan2.eot?	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan2d41d.eot	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:43	40052/40052	---M--	200	added ('OK')	font/woff	etag:%229c74-60da554ab0dc8%22	https://www.adroit-immo.com/css/fonts/font-cityscan2.woff	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan2.woff	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:44	33464/33464	---M--	200	added ('OK')	font/woff2	etag:%2282b8-60da554ab434b%22	https://www.adroit-immo.com/css/fonts/font-cityscan2.woff2	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan2.woff2	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:45	69532/69532	---M--	200	added ('OK')	font/ttf	etag:%2210f9c-60da554aad516%22	https://www.adroit-immo.com/css/fonts/font-cityscan2.ttf	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan2.ttf	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:47	167451/167451	---M--	200	added ('OK')	image/svg+xml	etag:%2228e1b-60da554aa9291%22	https://www.adroit-immo.com/css/fonts/font-cityscan2.svg	~/adroit/www.adroit-immo.com/css/fonts/font-cityscan2.svg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Dec%202024%2019:56:47%20GMT	https://www.adroit-immo.com/fonts/font-cityscan.eot?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.285e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:48	0/-1	---M--	301	error ('')			https://www.adroit-immo.com/fonts/font-cityscan.eot?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.295e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:48	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:48%20GMT	https://www.adroit-immo.com/fonts/font-cityscan.woff2?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.2a5e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:49	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:49%20GMT	https://www.adroit-immo.com/fonts/font-cityscan.woff?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.2b5e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:50	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:50%20GMT	https://www.adroit-immo.com/fonts/font-cityscan.ttf?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.2c5e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:51	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:51%20GMT	https://www.adroit-immo.com/fonts/font-cityscan.svg?4902689	~/adroit/www.adroit-immo.com/fonts/font-cityscan.2d5e54.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Dec%202024%2019:56:52%20GMT	https://www.adroit-immo.com/fonts/font-cityscan2.eot?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.2e796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:53	0/-1	---M--	301	error ('')			https://www.adroit-immo.com/fonts/font-cityscan2.eot?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.2f796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:53	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:53%20GMT	https://www.adroit-immo.com/fonts/font-cityscan2.woff2?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.30796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:54%20GMT	https://www.adroit-immo.com/fonts/font-cityscan2.woff?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.31796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:55	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:55%20GMT	https://www.adroit-immo.com/fonts/font-cityscan2.ttf?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.32796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:56	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:56%20GMT	https://www.adroit-immo.com/fonts/font-cityscan2.svg?76158281	~/adroit/www.adroit-immo.com/fonts/font-cityscan2.33796d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:57	547/547	---M--	200	added ('OK')	image/png	etag:%22223-60d68f08df04f%22	https://www.adroit-immo.com/images/default-skin.png	~/adroit/www.adroit-immo.com/images/default-skin.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:58	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:58%20GMT	https://www.adroit-immo.com/css/preloader.gif	~/adroit/www.adroit-immo.com/css/preloader.35.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:56:59	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:56:59%20GMT	https://www.adroit-immo.com/images/modules/agency-home/1.jpg	~/adroit/www.adroit-immo.com/images/modules/agency-home/1.36.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:00%20GMT	https://www.adroit-immo.com/images/modules/agency/1.jpg	~/adroit/www.adroit-immo.com/images/modules/agency/1.37.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:01	97470/97470	---M--	200	added ('OK')	image/jpeg	etag:%2217cbe-60d68f05bc92f%22	https://www.adroit-immo.com/images/modules/cro/1.jpg	~/adroit/www.adroit-immo.com/images/modules/cro/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:02	85880/85880	---M--	200	added ('OK')	image/jpeg	etag:%2214f78-60d68f055e8d4%22	https://www.adroit-immo.com/images/modules/alertmail/1.jpg	~/adroit/www.adroit-immo.com/images/modules/alertmail/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:04	367024/367024	---M--	200	added ('OK')	image/jpeg	etag:%22599b0-60d68f05881fe%22	https://www.adroit-immo.com/images/modules/contact/1.jpg	~/adroit/www.adroit-immo.com/images/modules/contact/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:05	106625/106625	---M--	200	added ('OK')	image/jpeg	etag:%221a081-60d68f061c80c%22	https://www.adroit-immo.com/images/modules/estimation/2.jpg	~/adroit/www.adroit-immo.com/images/modules/estimation/2.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:05	89443/89443	---M--	200	added ('OK')	image/jpeg	etag:%2215d63-60d68f0618032%22	https://www.adroit-immo.com/images/modules/estimation/1_inner.jpg	~/adroit/www.adroit-immo.com/images/modules/estimation/1_inner.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:07	900419/900419	---M--	200	added ('OK')	image/jpeg	etag:%22dbd43-60d68f06137d6%22	https://www.adroit-immo.com/images/modules/estimation/1.jpg	~/adroit/www.adroit-immo.com/images/modules/estimation/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:07	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:07%20GMT	https://www.adroit-immo.com/images/modules/events/1.jpg	~/adroit/www.adroit-immo.com/images/modules/events/1.3e.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:09	124166/124166	---M--	200	added ('OK')	image/jpeg	etag:%221e506-60d68f06390e8%22	https://www.adroit-immo.com/images/modules/favorites/1.jpg	~/adroit/www.adroit-immo.com/images/modules/favorites/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:10	215507/215507	---M--	200	added ('OK')	image/jpeg	etag:%22349d3-60d68f08ac5f1%22	https://www.adroit-immo.com/images/modules/team/1.jpg	~/adroit/www.adroit-immo.com/images/modules/team/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:11	240934/240934	---M--	200	added ('OK')	image/jpeg	etag:%223ad26-60d68f067bcbd%22	https://www.adroit-immo.com/images/modules/header/1.jpg	~/adroit/www.adroit-immo.com/images/modules/header/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:12	596453/596453	---M--	200	added ('OK')	image/png	etag:%22919e5-60d68f06d53bb%22	https://www.adroit-immo.com/images/modules/interkab/home.v1.png	~/adroit/www.adroit-immo.com/images/modules/interkab/home.v1.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:12	3836/3836	---M--	200	added ('OK')	image/png	etag:%22efc-60d68f06da43c%22	https://www.adroit-immo.com/images/modules/interkab/interkab_avendre_white.png	~/adroit/www.adroit-immo.com/images/modules/interkab/interkab_avendre_white.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:13	3571/3571	---M--	200	added ('OK')	image/png	etag:%22df3-60d68f06df563%22	https://www.adroit-immo.com/images/modules/interkab/interkab_vendu_white.png	~/adroit/www.adroit-immo.com/images/modules/interkab/interkab_vendu_white.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:14	3853/3853	---M--	200	added ('OK')	image/png	etag:%22f0d-60d68f06d81d2%22	https://www.adroit-immo.com/images/modules/interkab/interkab_avendre.png	~/adroit/www.adroit-immo.com/images/modules/interkab/interkab_avendre.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:15	3604/3604	---M--	200	added ('OK')	image/png	etag:%22e14-60d68f06dcdc0%22	https://www.adroit-immo.com/images/modules/interkab/interkab_vendu.png	~/adroit/www.adroit-immo.com/images/modules/interkab/interkab_vendu.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:17	174362/174362	---M--	200	added ('OK')	image/jpeg	etag:%222a91a-60d68f06c62b1%22	https://www.adroit-immo.com/images/modules/interkab/2.jpg	~/adroit/www.adroit-immo.com/images/modules/interkab/2.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:17	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:17%20GMT	https://www.adroit-immo.com/images/bg-module-interkab-black.png	~/adroit/www.adroit-immo.com/images/bg-module-interkab-black.48.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:18	77414/77414	---M--	200	added ('OK')	image/png	etag:%2212e66-60d68f08e842c%22	https://www.adroit-immo.com/images/interkab_bg_inner_v2.png	~/adroit/www.adroit-immo.com/images/interkab_bg_inner_v2.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:19	77414/77414	---M--	200	added ('OK')	image/png	etag:%2212e66-60d68f08dc72c%22	https://www.adroit-immo.com/images/bg-module-interkab.png	~/adroit/www.adroit-immo.com/images/bg-module-interkab.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:20%20GMT	https://www.adroit-immo.com/images/modules/jestimo/1.jpg	~/adroit/www.adroit-immo.com/images/modules/jestimo/1.4b.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:22	200070/200070	---M--	200	added ('OK')	image/jpeg	etag:%2230d86-60f487f2f85cd%22	https://www.adroit-immo.com/images/modules/jumbotron/5.jpg	~/adroit/www.adroit-immo.com/images/modules/jumbotron/5.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:23	347910/347910	---M--	200	added ('OK')	image/jpeg	etag:%2254f06-60d68f07a0da3%22	https://www.adroit-immo.com/images/modules/map-svg/2.jpg	~/adroit/www.adroit-immo.com/images/modules/map-svg/2.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:25	151753/151753	---M--	200	added ('OK')	image/jpeg	etag:%22250c9-60d68f07493d1%22	https://www.adroit-immo.com/images/modules/map/1.jpg	~/adroit/www.adroit-immo.com/images/modules/map/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:25	778975/778975	---M--	200	added ('OK')	image/png	etag:%22be2df-60d68f07b3ce9%22	https://www.adroit-immo.com/images/modules/map-svg/3.png	~/adroit/www.adroit-immo.com/images/modules/map-svg/3.png	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:26	203364/203364	---M--	200	added ('OK')	image/jpeg	etag:%2231a64-60d68f07cf35b%22	https://www.adroit-immo.com/images/modules/news/1.jpg	~/adroit/www.adroit-immo.com/images/modules/news/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:26	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:26%20GMT	https://www.adroit-immo.com/images/modules/newsletter/1.jpg	~/adroit/www.adroit-immo.com/images/modules/newsletter/1.51.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:27	82392/82392	---M--	200	added ('OK')	image/jpeg	etag:%22141d8-60d68f07e5d82%22	https://www.adroit-immo.com/images/modules/opinions/1.jpg	~/adroit/www.adroit-immo.com/images/modules/opinions/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:29	139651/139651	---M--	200	added ('OK')	image/jpeg	etag:%2222183-60d68f088332d%22	https://www.adroit-immo.com/images/modules/services/1.jpg	~/adroit/www.adroit-immo.com/images/modules/services/1.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:30	432382/432382	---M--	200	added ('OK')	image/jpeg	etag:%22698fe-60d68f088eece%22	https://www.adroit-immo.com/images/modules/services/2.jpg	~/adroit/www.adroit-immo.com/images/modules/services/2.jpg	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:30	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:30%20GMT	https://www.adroit-immo.com/images/flag/de.png	~/adroit/www.adroit-immo.com/images/flag/de.55.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:31	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:31%20GMT	https://www.adroit-immo.com/images/flag/dk.png	~/adroit/www.adroit-immo.com/images/flag/dk.56.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:32	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:32%20GMT	https://www.adroit-immo.com/images/flag/en.png	~/adroit/www.adroit-immo.com/images/flag/en.57.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:33	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:33%20GMT	https://www.adroit-immo.com/images/flag/es.png	~/adroit/www.adroit-immo.com/images/flag/es.58.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:34%20GMT	https://www.adroit-immo.com/images/flag/fr.png	~/adroit/www.adroit-immo.com/images/flag/fr.59.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:35	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:35%20GMT	https://www.adroit-immo.com/images/flag/it.png	~/adroit/www.adroit-immo.com/images/flag/it.5a.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:36%20GMT	https://www.adroit-immo.com/images/flag/nl.png	~/adroit/www.adroit-immo.com/images/flag/nl.5b.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:37%20GMT	https://www.adroit-immo.com/images/flag/no.png	~/adroit/www.adroit-immo.com/images/flag/no.5c.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:38	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:38%20GMT	https://www.adroit-immo.com/images/flag/pt.png	~/adroit/www.adroit-immo.com/images/flag/pt.5d.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
20:57:39	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2019:57:39%20GMT	https://www.adroit-immo.com/images/flag/ru.png	~/adroit/www.adroit-immo.com/images/flag/ru.5e.delayed	(from https://www.adroit-immo.com/css/screen.css?v=1.9.2)
